8.103848637500000507e+01 8.577325443750000034e+01 8.282445400000000291e+01 3.287356452230412174e+01 2.608246254077651827e+01 2.282697502000586454e+01 1.000000000000000021e-02 2.540000000000000036e+00 1.370000000000000107e+00 2.240699999999999932e+02 2.163899999999999864e+02 2.094399999999999977e+02 8.046999999999999886e+01 8.565000000000000568e+01 8.254999999999999716e+01 -3.866196153846153671e-01
7.967497075000001416e+01 7.726037912500001426e+01 7.443740643750003017e+01 3.133970429271170488e+01 2.395739747159008104e+01 2.098194265993623020e+01 1.199999999999999956e-01 1.409999999999999920e+00 6.300000000000000044e-01 2.245000000000000000e+02 2.175000000000000000e+02 2.131699999999999875e+02 7.851000000000000512e+01 7.601000000000000512e+01 7.337000000000000455e+01 -4.215738461538460768e-01
8.652644849999997234e+01 9.690186731250000207e+01 9.010442443750004315e+01 3.913525556409909001e+01 3.386513966615842719e+01 2.809590449318054084e+01 1.600000000000000089e+00 6.009999999999999787e+00 4.030000000000000249e+00 2.426899999999999977e+02 2.392899999999999920e+02 2.291699999999999875e+02 8.404500000000000171e+01 9.767000000000000171e+01 8.993999999999999773e+01 -4.497241666666667026e-01
8.913007037499997409e+01 9.206259568749999289e+01 9.130071425000004126e+01 2.918887349790413666e+01 2.291656055008323634e+01 2.071942406305648987e+01 0.000000000000000000e+00 1.969999999999999973e+00 2.129999999999999893e+00 2.183700000000000045e+02 2.112100000000000080e+02 2.082599999999999909e+02 8.943999999999999773e+01 9.257999999999999829e+01 9.190999999999999659e+01 -3.900055999999999523e-01
7.606369774999996025e+01 8.554132187500000839e+01 8.482600818750002247e+01 2.215932602456279810e+01 1.513868288888374281e+01 1.345481358474776634e+01 1.323000000000000043e+01 2.760000000000000142e+01 2.739000000000000057e+01 2.042400000000000091e+02 2.000300000000000011e+02 1.963199999999999932e+02 7.468999999999999773e+01 8.481000000000000227e+01 8.426000000000000512e+01 -4.169236000000000053e-01
7.237228856249997477e+01 6.890199249999999154e+01 5.651584762500001347e+01 3.027675110383876955e+01 2.370046939758065108e+01 2.225423669421808981e+01 7.099999999999999645e-01 4.889999999999999680e+00 1.469999999999999973e+00 2.274199999999999875e+02 2.190500000000000114e+02 2.059900000000000091e+02 7.009000000000000341e+01 6.593999999999999773e+01 5.385999999999999943e+01 -5.027230769230771334e-02
6.544690143750000288e+01 7.917317925000000400e+01 7.595548031250000065e+01 2.686701427119309926e+01 2.241579859381047157e+01 1.956599307736751925e+01 1.209999999999999964e+00 6.690000000000000391e+00 7.169999999999999929e+00 2.136500000000000057e+02 2.119300000000000068e+02 2.054399999999999977e+02 6.177000000000000313e+01 7.765999999999999659e+01 7.451000000000000512e+01 -3.964059999999999806e-01
8.282906037499996899e+01 8.716495137499993007e+01 8.052380043750004290e+01 3.235644122141931689e+01 2.656517401291939251e+01 2.350703920715022832e+01 4.799999999999999822e-01 6.099999999999999645e+00 4.429999999999999716e+00 2.366699999999999875e+02 2.336399999999999864e+02 2.246500000000000057e+02 8.215999999999999659e+01 8.715000000000000568e+01 7.984000000000000341e+01 -1.367299999999999904e-01
8.067717624999998804e+01 6.696203243750001377e+01 5.564561718750000807e+01 3.548998264045059159e+01 2.829819836428792001e+01 2.671429259341393703e+01 3.900000000000000133e-01 5.799999999999999600e-01 0.000000000000000000e+00 2.469300000000000068e+02 2.335000000000000000e+02 2.212800000000000011e+02 7.787000000000000455e+01 6.240999999999999659e+01 5.114000000000000057e+01 2.512279600000000279e+00
8.115230375000002994e+01 8.235450387500003444e+01 7.880821368749998612e+01 2.874357060890757509e+01 2.171612571312003581e+01 2.030833888712962931e+01 7.000000000000000666e-02 1.229999999999999982e+00 4.699999999999999734e-01 2.212700000000000102e+02 2.199000000000000057e+02 2.159799999999999898e+02 8.207999999999999829e+01 8.231000000000000227e+01 7.881999999999999318e+01 5.675100000000000700e-01
1.010697408750000079e+02 1.047865853125000513e+02 9.240992593749999173e+01 2.170725932688543836e+01 1.584684372106557326e+01 1.481473745256501573e+01 2.010000000000000142e+01 3.339999999999999858e+01 2.257000000000000028e+01 2.071399999999999864e+02 2.005399999999999920e+02 1.873700000000000045e+02 1.014500000000000028e+02 1.049599999999999937e+02 9.245000000000000284e+01 -2.237930769230769279e-01
9.876488174999997227e+01 8.878898100000000682e+01 7.980849924999999701e+01 2.472511240636992724e+01 2.028460675144787828e+01 1.847880957068054286e+01 1.552999999999999936e+01 2.008999999999999986e+01 1.358999999999999986e+01 2.306299999999999955e+02 2.174900000000000091e+02 2.063199999999999932e+02 9.892000000000000171e+01 8.765999999999999659e+01 7.870000000000000284e+01 -3.321919999999999873e-01
8.077653618749999964e+01 9.004629375000000380e+01 8.439217537499999366e+01 3.240328561416666275e+01 2.681391708091358339e+01 2.194602637779331289e+01 2.009999999999999787e+00 9.359999999999999432e+00 8.939999999999999503e+00 2.202199999999999989e+02 2.164499999999999886e+02 2.067100000000000080e+02 7.925000000000000000e+01 9.060999999999999943e+01 8.420000000000000284e+01 -6.134296153846153787e-01
1.104537554374999502e+02 1.202078048125000009e+02 1.155368284374999917e+02 3.632805223758968793e+01 3.130864841025374901e+01 2.632379660951699307e+01 9.429999999999999716e+00 2.051000000000000156e+01 2.323999999999999844e+01 2.467700000000000102e+02 2.462899999999999920e+02 2.380099999999999909e+02 1.095550000000000068e+02 1.210499999999999972e+02 1.150999999999999943e+02 -3.790980000000001016e-01
9.560609443749997638e+01 9.910772537499998691e+01 9.317099262500001089e+01 2.951356056123974625e+01 2.269913927927667885e+01 1.960761717740475163e+01 1.789999999999999858e+01 3.207000000000000028e+01 2.967000000000000171e+01 2.225699999999999932e+02 2.123100000000000023e+02 2.016299999999999955e+02 9.231999999999999318e+01 9.629000000000000625e+01 9.049500000000000455e+01 -4.721612000000001141e-01
9.697300793750002867e+01 9.976667493749999949e+01 9.230811081250001848e+01 2.999237341454583827e+01 2.323484974019227067e+01 2.150849507450046971e+01 7.230000000000000426e+00 1.219999999999999929e+01 8.009999999999999787e+00 2.211699999999999875e+02 2.051999999999999886e+02 1.958000000000000114e+02 9.451000000000000512e+01 9.810999999999999943e+01 9.071999999999999886e+01 -5.382473076923077748e-01
1.023556161249999832e+02 9.396503781250000031e+01 8.136537918750002518e+01 3.076801275178078043e+01 2.538020899197303137e+01 2.304901736353463093e+01 7.500000000000000000e+00 1.317999999999999972e+01 6.339999999999999858e+00 2.323700000000000045e+02 2.200699999999999932e+02 2.055099999999999909e+02 1.037800000000000011e+02 9.387999999999999545e+01 8.095000000000000284e+01 -3.689630769230767826e-01
7.920097656249998863e+01 8.003583187500001372e+01 7.167516962499999522e+01 3.027980054137786681e+01 2.593827762496912825e+01 2.321422533087201856e+01 3.209999999999999964e+00 7.230000000000000426e+00 4.190000000000000391e+00 2.283600000000000136e+02 2.208499999999999943e+02 2.099099999999999966e+02 7.806000000000000227e+01 7.964000000000000057e+01 7.057999999999999829e+01 -3.446250000000000147e-01
7.999733399999999506e+01 8.838878950000000145e+01 8.722134481249995019e+01 2.190491670994816431e+01 1.479955158037162377e+01 1.322609568658374712e+01 1.639000000000000057e+01 3.051000000000000156e+01 2.989999999999999858e+01 2.088899999999999864e+02 2.042299999999999898e+02 2.005399999999999920e+02 7.878000000000000114e+01 8.768000000000000682e+01 8.668999999999999773e+01 -2.329907692307693068e-01
7.338716193749998240e+01 8.957138918749997458e+01 8.848445793749999666e+01 3.076108593842718264e+01 2.528066645149384684e+01 2.228750624608993292e+01 0.000000000000000000e+00 4.200000000000000178e+00 3.410000000000000142e+00 2.275200000000000102e+02 2.230099999999999909e+02 2.183300000000000125e+02 7.143999999999999773e+01 8.981000000000000227e+01 8.845000000000000284e+01 -3.704969230769232236e-01
